title,subjects,keywords,cited_by
"Temporal Dynamics of Scout Release-Behavior of Termitophagous Ponerine ant, Megaponera Analis",Unknown,None,0
Homing behavior of a tree lizard: Influences of mating resource and habitat structure,Unknown,None,0
Acoustic effects complement visual displays of Great Bowerbird bowers,Unknown,None,0
Social and auditory experience shapes forebrain responsiveness in zebra finches before the sensitive period of vocal learning,Unknown,None,0
"Costs and benefits of polyandrous mating to the female emerald treefrog (Zhangixalus prasinatus), a lek-chorusing anuran",Unknown,None,0
"Age, sex, and temperature shape off-territory feeder use in black-capped chickadees",Unknown,None,0
Prairie voles seek social contact with peer companions during immune challenge,Unknown,None,0
Improving the photoswitching performance of a transistor with amorphous metal oxide semiconductor thin film by a gradient annealing approach,Unknown,None,0
Form-assortative mating behaviors of individuals from parasitic and non-parasitic populations of Arctic lamprey (Lethenteron camtschaticum),Unknown,None,0
Neighbors affect vocal behavior of tropical wrens: a multispeaker density-manipulation experiment,Unknown,None,0
Are weapon allometries steeper in major or minor males? A meta-analysis,Unknown,None,0
Reply to Comment on “Brief Report: Tyrosine Kinase Inhibitors for Lung Cancers That Inhibit MATE-1 Can Lead to ‘False’ Decreases in Renal Function”,Unknown,None,0
"The potential influence of photoperiod and temperature on the male reproductive physiology of the narrownose smooth hound shark, Mustelus schmitti",Unknown,None,0
Comment on “Brief Report: Tyrosine Kinase Inhibitors for Lung Cancers That Inhibit MATE-1 Can Lead to ‘False’ Decreases in Renal Function”,Unknown,None,0
Characterization of Al<sup>3+</sup>-toxicity responses and molecular mechanisms underlying organic acid efflux in Vigna mungo (L.) Hepper,Unknown,None,0
Unravelling the mechanisms underlying the social interaction effects on the feed efficiency of rabbits,Unknown,None,0
Gender and socioeconomic dimensions of relative age effects on ADHD prescriptions: Evidence from Denmark,Unknown,None,0
"Virtual screening, docking, molecular dynamics study of efflux pump inhibitors against Helicobacter pylori",Unknown,None,0
Three-dimensional reconstruction of insect chemosensory sensillum,Unknown,None,0
How witnessing distress alters resilience,Unknown,None,0
The CaABCG14 transporter gene regulates the capsaicin accumulation in Pepper septum,Unknown,None,1
Aging leads to sex-dependent effects on pair bonding and increased number of oxytocin-producing neurons in monogamous prairie voles,Unknown,None,0
Predicting yolk testosterone allocation using ecological contexts and species-specific traits,Unknown,None,0
Oncological and functional outcomes of pathological fractures of lower extremities in patients with malignant bone tumors,Unknown,None,1
Mate-guarding male desert locusts act as parasol for ovipositing females in an extremely hot desert environment,Unknown,None,0
"Age, pair tenure and parenting, but not face identity, predict looking behaviour in a pair-bonded South American primate",Unknown,None,0
Sexually selected differences in warbler plumage are related to a putative inversion on the Z chromosome,Unknown,None,1
Determinants of ram sexual behavior and its impact on sheep breeding,Unknown,None,0
The evolution of between-sex bonds in primates,Unknown,None,0
Male and female age affects the reproductive potential of two tephritid flies,Unknown,None,0
Efficacy of the Sterile Insect Technique in the presence of inaccessible areas: A study using two-patch models,Unknown,None,0
Sex and cross-cultural comparison of self-enhancement practices: Data from four distinct societies,Unknown,None,0
Disqualifiers or preferences? How humans incorporate dealbreakers into mate choice,Unknown,None,0
Multimodal courtship communication in a wolf spider,Unknown,None,0
"Hormonal contraceptive use, not menstrual cycle phase, is associated with reduced interest in competition",Unknown,None,0
Decaffeination of yerba mate (Ilex paraguariensis) by pressurized liquid CO<inf>2</inf> extraction: A feasible process?,Unknown,None,2
MATE: A multi-agent reinforcement learning approach for Traffic Engineering in Hybrid Software Defined Networks,Unknown,None,0
Relaxations of sign symmetry and the weighted solidarity values,Unknown,None,0
"Love, (un)automated: Human matchmaking in the era of online dating",Unknown,None,0
"Romantic relationship initiation and escalation through mobile dating apps: Affordances, modality weaving, and paradoxical beliefs",Unknown,None,0
The siren's call: Exploring the impact of female voice pitch on male risk-taking behavior,Unknown,None,0
"Boric acid toxic sugar bait suppresses male Aedes aegypti (Diptera: Culicidae): wing beat frequency and amplitude, flight activity, fecundity, insemination, and mate-finding Allee effect",Unknown,None,0
DYNAMICS OF INTERACTIVE WILD AND STERILE MOSQUITOES IN SPATIALLY HETEROGENOUS ENVIRONMENT,Unknown,None,0
"Exploring a New Class of PVDF/3-Aminopropyltriethoxysilane (core) and 2,2-Bis(hydroxymethyl)butyric Acid (monomer)-Based Hyperbranched Polyester Hybrid Fibers by Electrospinning Technique for Enhancing Triboelectric Performance",Unknown,None,1
"Morphological, physiological, and biochemical responses of yerba mate (Ilex paraguariensis) genotypes to water deficit",Unknown,None,0
The ion channel TRPA1 is a modulator of the cocaine reward circuit in the nucleus accumbens,Unknown,None,0
Perceptually salient differences in a species recognition cue do not promote auditory streaming in eastern grey treefrogs (Hyla versicolor),Unknown,None,0
Blind date: female fossorial amphisbaenians prefer scent marks of large and healthy males,Unknown,None,1
Constrained parallel adaptive Surrogate model optimization algorithm and its application in optimal design of radial gates,Unknown,None,0
Molecular correlates of swarming behaviour in Aedes aegypti males,Unknown,None,0
Density-dependent dispersal reduces conflict over the sex ratio,Unknown,None,0
Reputation-surveillance model of mate guarding: community size and religious veiling,Unknown,None,0
Neural Interaction Energy for Multi-Agent Trajectory Prediction,Unknown,None,0
Asymmetric mate preference and reproductive interference mediate climate-induced changes in mate availability in a small mammal hybrid zone,Unknown,None,0
"Variance partitioning of nest provisioning rates in blue tits: individual repeatability, heritability, and partner interactions",Unknown,None,0
Receiver response to high-intensity courtship differs with courter status in spotted bowerbirds Ptilonorhynchus maculatus,Unknown,None,0
Olfactory navigation in fluctuating environments,Unknown,None,0
"Cr(VI) behaves differently than Cr(III) in the uptake, translocation and detoxification in rice roots",Unknown,None,0
Microplastic contamination in the agri-food chain: The case of honeybees and beehive products,Unknown,None,1
"Males discriminate between substrate-borne cues of conspecific females based on age and mating status in the jumping spider, Habronattus brunneus",Unknown,None,0
Cryptic female choice in response to male pheromones in Drosophila melanogaster,Unknown,None,1
Reproductive behavior: Decrypting cryptic female choice,Unknown,None,0
Socioeconomic Status and Major Adverse Transplant Events in Pediatric Heart Transplant Recipients,Unknown,None,0
Theoretical Calculation Model for Stability of Tunnel Excavation Face with Pre-grouting Reinforcement,Unknown,None,0
Assessing changes in intra-and inter-annual precipitation variability using advanced statistical inference techniques,Unknown,None,0
"The fossil record of female sexual ornamentation in Empididae (Diptera: Empidoidea), with description of four new species",Unknown,None,0
Incremental scale estimation-based camera location recovery,Unknown,None,0
Self⁃supporting Cu/α⁃FeOOH/foam nickel composite catalyst for efficient hydrogen production by coupling methanol oxidation and water electrolysis,Unknown,None,0
Jealousy as Predicted by Allocation and Reception of Resources in an Economic Game,Unknown,None,0
Molecular Evaluation of the Mating Dynamics of Snow Crab (Chionoecetes opilio) in the Eastern Bering Sea,Unknown,None,0
"Meta-Analysis Reveals Behavioral Plasticity, Not Agonistic Behavior, Facilitates Invasion of Brown Anoles (Anolis sagrei) and Replacement of Green Anoles (Anolis carolinensis)",Unknown,None,0
Sublethal Effects of α-Cypermethrin on the Behavioral Asymmetries and Mating Success of Alphitobius diaperinus,Unknown,None,0
Can females differentially allocate resources to offspring sired by different males?,Unknown,None,0
Altitudinal variation in reproductive investment among Gryllus campestris populations,Unknown,None,0
The role of social identity in a suicide prevention programme for construction workers in Australia,Unknown,None,0
Chiral effective dynamo and torsion time loops holonomy on dislocated Dirac materials,Unknown,None,0
"Effect of yerba mate drinking on blood pressure, heart rate and other hemodynamic variables. Yerba mate and its hemodynamic effects",Unknown,None,0
"Male Reproductive Traits Display Increased Phenotypic Variation in Response to Resource Quality and Parental Provisioning in a Tropical Rainforest Dung Beetle, Onthophagus c.f. babirussa",Unknown,None,0
Increased offspring size and reduced gestation length in an ectothermic vertebrate under a worst-case climate change scenario,Unknown,None,0
"Sedimentary environment and organic matter enrichment of marine-continental transitional shale in the Shanxi-Taiyuan Formations in western Linqing Depression, Bohai Bay Basin, China",Unknown,None,0
"Paleosalinity control on development of lacustrine shale: an example of shale from the lower submember of Member 3 of Paleogene Shahejie Formation, Dongying sag",Unknown,None,0
"The leaf-footed cactus bug is not a cactus specialist: Narnia femorata feeds, fights, and mates on thistle",Unknown,None,0
The Role of Intrasexual Competition and the Big 5 in the Perpetration of Digital Dating Abuse,Unknown,None,0
Genital courtship and female-active roles in mating: sexual selection by mate choice in Caenorhabditis elegans,Unknown,None,0
Ecological drivers of sexual size dimorphism in northern chamois,Unknown,None,0
"Territorial status is explained by covariation between boldness, exploration, and thermal preference in a colour polymorphic lizard",Unknown,None,0
Evolution of species recognition when ecology and sexual selection favor signal stasis,Unknown,None,0
Protein-Protein Stabilization in V<sup>IV</sup>O/8-Hydroxyquinoline–Lysozyme Adducts,Unknown,None,0
