File,Subjects,Keywords,Cited-by-count
202203207.json,DECI;COMP;MATH,severe COVID-19 immune-related pathways;systems biology;PPI network;network-based disease-associated gene prediction,0
202203529.json,AGRI;BIOC,beach;Thailand;thermo-tolerance;genotype;Acanthamoeba;salt-tolerance,0
202201514.json,DENT,periodontal ligament cells;P2X7 receptor;IDO;IFNγ;extracellular adenosine triphosphate,2
202203179.json,ENGI,,0
202201144.json,PHYS;MATH;COMP,photonic radar;range resolution;fog;autonomous vehicles,4
202203483.json,PHAR,structure-activity relationship;tuberculosis;marine natural products;sesterterpenes,0
202200305.json,MULT,,6
202202338.json,MEDI;PHAR,risk factors;pharmacogenomics;Thailand;SCARs;PGx implementation;immunopathogenesis of SCARs,4
202201847.json,PHYS,,0
202200755.json,ENER;CENG,metabolic engineering;biomass;energy-driven biorefineries;bottleneck and challenges;ultrasound and microwave strategies;environment sustainability;biorefinery,7
202202768.json,MEDI,Near-infrared spectroscopy;Vascular endothelial growth factor;Hypoxic-inducible factor-1 alpha;Team sports;Altitude training,4
202202292.json,MEDI,haemodialysis;phosphate binders;bone mineral density;chronic kidney disease;bone biomarkers,1
202203895.json,MEDI,Epitopes;MABV;Vaccine;MD Simulation;Fish,3
202202787.json,MEDI,Ventricular fibrillation;Sodium channel blocker;Brugada syndrome;Fibrosis;Catheter ablation,12
202200240.json,NURS;MEDI,validation of blood pressure device;ISO 81060-2:2018;Thailand;home blood pressure monitoring;wireless ambulatory blood pressure monitoring,0
202201902.json,AGRI;MEDI;PHAR,apoptosis;Derris scandensBenth;MAP-kinases;phenolic acids;flavonoids;bioactivity;Elephantopus scaberLinn;oral cancer,2
202200610.json,MEDI,overdose;self-poisoning;intentional overdose;suicidal attempt;suicide;poisoning,2
202203196.json,ECON;BUSI,Stable nanoparticles;Mechanism;Fungal enzymes;Applications;Efficiency,0
202201451.json,IMMU;MEDI,,1
202204203.json,HEAL,Plantar fasciitis;lower extremity stretching;kinesiotaping;foot disability,1
202201001.json,BIOC;MEDI,Intermediate-dose cytarabine;Consolidation therapy;Intermediate-risk acute myeloid leukemia;High-dose cytarabine;Adverse-risk acute myeloid leukemia,1
202202504.json,PHAR,Rheology;Delayed release;Central composite design;Zein;Methacrylic acid copolymer;Hard capsule shells,5
202200539.json,SOCI,,0
202200493.json,MEDI,Joint line restoration;Bony landmarks;Revision;Knee arthroplasty,1
202202154.json,NEUR;MEDI,Olfaction;Taste;Dysgeusia;Parkinson;Umami;aBody mass index,1
202200169.json,MEDI,primary aldosteronism;hypertension;adrenal;aldosterone;blood pressure;renin,12
202201328.json,NEUR,Rat;GABAergic system;Paraventricular nucleus;Cardiac autonomic activity;Chronic mild stress,2
202203315.json,DECI;COMP,convolutional neural networks;agtech;sugarcane;agritech;computer vision;agricultural technology,0
202201282.json,ENER;ENGI;MATH;ENVI,CO2 capture;2k factorial experimental design;Potassium carbonate;Simulation;Techno-economic,5
202204080.json,ENGI;COMP;MATE,differential privacy;Data integration;energy management;motion sensor;energy consumption;data privacy,0
202201778.json,CENG;CHEM,Adsorption;Lead;Papaya;Wastewater;RSM,9
202203745.json,ARTS;SOCI,Multimedia Learning;Second Language Learners;Redundancy Principle;Knowledge Gain and Retention,0
202202857.json,ENER,artificial intelligence (AI) and neural network (NN);Taguchi method;Unsteady wind;computational fluid dynamics (CFD);Vertical axis wind turbine,30
202203250.json,COMP;PHYS,alternate coupling polarity;nulling effect elimination;flat efficiency;Dynamic wireless power transfer (DWPT),0
202201797.json,MEDI,massive perivillous fibrin deposition;placenta;immune thrombocytopenia;maternal floor infarction;subchorionic region,0
202200885.json,AGRI;VETE,intestinal morphology;Jerusalem artichoke;prebiotic;antioxidant-related genes;Aeromonas veronii;red tilapia;growth performance,1
202203600.json,SOCI,visual culture;middle class spectatorship;Thai postcolonial studies;social realist media;Thai Muslims,1
202202912.json,MULT,,9
202202441.json,ENVI;MEDI,Thailand;internalized stigma;depression;people living with HIV,4
202200186.json,MEDI,Alcohol drinking;Underage drinking;Alcohol use disorder;Alcohol–related harm;Alcohol supply,0
202202011.json,CENG;CHEM,Wound healing;Proliferation;Phytochemistry;Antioxidant;Baeckea frutescens;Migration,5
202202284.json,ENVI,Nutrient contents;Root biomechanical properties;Vetiver grass;Growth media,8
202200743.json,MATE;CENG,Charge transport;Optical properties;Stability;Perovskites,4
202201851.json,AGRI,Saturated fat;Omega-3 fatty acid;Chicken sausage;Omega-6/omega-3 ratio;Inca peanut,3
202200313.json,DENT,,2
202203495.json,MEDI,intraoperative frozen section analysis;ACOSOG Z0011;sentinel lymph node biopsy;breast cancer,1
202201152.json,BUSI,market for corporate control;takeover;innovation;takeover threats;managerial myopia,0
202201502.json,AGRI,Chlorophyta;Cyanobacterium;Cell immobilization;Co-cultivation;Biohydrogen,3
202201017.json,ENVI,Amine blends;Kent-Eisenberg;CO2 capture;Thermodynamics;CO2 solubility;Machine learning,5
202204215.json,MEDI,Thailand PDOPPS;PD First policy;peritoneal dialysis;PDOPPS implementation;hypokalaemia;Culture-negative peritonitis,7
202201447.json,MEDI,irisin;diabetes mellitus;Roux-en-Y gastric bypass;bariatric surgery;obesity;C-reactive protein,1
202203180.json,ENGI,heterogeneous catalysts;catalytic performance;biodiesel production;industrial waste resources;animal resources;plant resources;natural resources;renewable resources,0
202200606.json,COMP;MATH;PHYS;CHEM,complex intuitionistic fuzzy sets;Aczel–Alsina aggregation operators;decision-making strategy,7
202201914.json,MEDI;IMMU;PHAR,hemodialysis;vaccines;post-infection;SARS-CoV-2;ESRD;ChAdOx1 nCoV-19;immunogenicity;COVID-19,3
202203929.json,DENT,,3
202200256.json,ENGI;MATE,Graphene Oxide;Hydroxyapatite;Biomaterials;Hemostatic materials;Silk Fibroin,3
202202791.json,MEDI,Invasive fungal infection;Cytomegalovirus;Allogeneic stem cell transplantation;CMV serostatus;CMV;Bone marrow transplantation,3
202203883.json,ARTS;SOCI,reading ability;learning-oriented assessment;undergraduate students,2
202202841.json,ENVI,COVID-19 pandemic;Environmental surveillance;Wastewater-based epidemiology;Human sewage;Sewage treatment plants,28
202204096.json,ENVI;EART,Floods;Climate-resilient architectural design;Design tool;Microclimate;Climate change,2
202203753.json,AGRI;IMMU,Thailand;Osmotolerant acetic acid bacterium;Neokomagataea anthophila sp. nov,0
202201294.json,BIOC;NEUR;MEDI,,21
202203303.json,NURS;MEDI,surgery;intracranial germ cell tumors;tumor markers;nongerminomatous germ cell tumors;radiation;germinoma,2
202202142.json,DENT,zirconia;self-Adhesive resin cement;Base metal alloy;lithium disilicate glass-ceramic,2
202200485.json,COMP;ENGI;MATH,dispersed generation;type-2 fuzzy sets;intelligent controller;renewable energy sources;microgrid,1
202202512.json,AGRI;VETE;IMMU;MEDI,Aedes aegypti;RNA interference;Salivary protein;AaSG34;Antimicrobial peptides;Salivary gland;Duck Tembusu virus,2
202202007.json,CHEM,anthraquinone;aniline derivative;oxidative ligand cleavage;copper perchlorate,0
202200190.json,ENGI,Nusselt number;Friction factor;Trapezoidal vortex generator;Perforated vortex generator;Solar air heater;Hole position,3
202202457.json,IMMU;MEDI,Salmonella;Matrix-assisted laser desorption–ionization;Subtyping;Serology;Mass spectrometry;MALDI-TOF,0
202200939.json,MEDI,renal cell carcinoma;detector-based dual-layer dual-energy CT;dual-energy CT;renal cysts;virtual unenhanced images,5
202202904.json,MULT,Liposome complex;Liposome-polymer complexation;Targeted delivery;Controlled release,26
202203616.json,COMP;CENG,Linear-parameter varying model;battery modeling;Zinc-air battery,0
202200893.json,MULT,D-galactose;Paracetamol;Cognitive dysfunction;BDNF/TrkB signaling;Aging,0
202201781.json,ENER;ENGI,Electric vehicles;Supercapacitors;DC-DC power converters;Batteries;Control strategy,4
202204079.json,AGRI;BIOC;CHEM,nor-lignan;siamensinol;cancer chemoprevention;Selaginella siamensisHieron;Selaginellaceae;cytotoxicity,3
202203246.json,BIOC;PHAR,autophagy;sigma-1 receptor;cancer;Acute lymphocytic leukemia;childhood cancer,1
202201555.json,VETE;BIOC;IMMU;MEDI,Toxicology;Receptor binding domain;Plant-produced subunit vaccine;SARS-CoV-2;COVID-19;Protective immunity,13
202203568.json,AGRI,Middle East;Fauna;Species diversity;Host;Distribution;Dirrhope rufa,0
202203092.json,VETE;BIOC;IMMU;MEDI,,6
202201105.json,AGRI,Pattern recognition;Classifications;Oxygen scavenging;Active packaging;Astaxanthin,0
202203138.json,ENGI;BUSI,Innovative behaviour;Cooperative community-based enterprise;Community-based group;Thailand;Sustainable innovation,4
202202379.json,MEDI,facet joint;endoscopic resection;remodeling;full endoscopic resection;nidus removal;osteoid osteoma;minimally invasive spine surgery;lumbar,1
202200344.json,ENER,electronic structure;superconductivity;magnesium nickel hydride;structural predictions;spectral function;bonding environment;high pressure;dynamical stability,1
202202683.json,SOCI;ENER;ENGI;COMP;ENVI,Generation Z;employee retention;Thailand;job design;work meaningfulness,3
202203991.json,ENGI;MATH,,12
202202729.json,BIOC;MEDI,BNIP3L;Breast cancer;TOX3;FGFR2;CASC16;Haplotype;GWAS,1
202200714.json,PHYS;CHEM,Graphene quantum dots;An electric field;HOMO-LUMO gap energy,1
202201806.json,MEDI,C-section;topical treatment;scar;onion,0
202200201.json,MEDI,Postpartum;Moringa oleifera;Breast milk volume;Breastfeeding,2
202202396.json,AGRI,glycation;antioxidant activity;non-communicable diseases;shell;phenolics;nutritive values;enzyme inhibition;fatty acid;husk,2
202200651.json,PHAR;BIOC;CHEM,Capparaceae;nitric oxide inhibition;Maerua siamensis;indole alkaloids,1
202201943.json,ENGI,disaster scenarios;resilience;disasters;business continuity;narratives,2
202201410.json,MEDI,incidence;young children;infants;respiratory syncytial virus;burden of disease;epidemiology;respiratory tract infections,3
202203587.json,COMP;MATH,User experience;E-learning;Usability;Virtual reality;Engagement,8
202204242.json,COMP,recommendation;rating conversion;Multi-criteria,0
202201040.json,MEDI,Smartphone endomicroscope;School-based dental program;Thailand;Children's oral health;Oral health,0
202200082.json,BUSI,goal attainment;goal pursuit;goal progress;brand role,0
202200578.json,PHYS;MATH,loop;amplitudes;strings;ambitwistor,1
202202545.json,MEDI,,5
202200128.json,MULT,,1
202202115.json,MEDI,incompatibility group;Salmonella;Escherichia coli;Thailand;plasmid,4
202200981.json,AGRI;VETE,Prostaglandin;Backfat;Farrowing;IgG;Pig,0
202201693.json,COMP;ENGI;MATH,coloring;hypergraph;graph,0
202203354.json,BIOC;MEDI,P16ink4a;Immune cells;Immunofluorescence;Colorectal carcinoma,0
202201369.json,CENG;CHEM,,5
202202816.json,IMMU;MEDI,hyperpigmentation;tricyclic antidepressants;phototoxicity;imipramine;photocontact allergy,1
202203704.json,COMP;ENGI,Semiconductor optical amplifier;Data pattern effect;Optical signal noise ratio degradation;Cross gain modulation,0
202201739.json,NEUR;MEDI,postural abnormalities;antecollis;camptocormia;atypical parkinsonisms;Parkinson's disease;Pisa syndrome;diagnostic criteria.,10
202203211.json,ENGI;MATE,Aluminum;Microstructure;Homogenization;Die casting,0
202202953.json,AGRI;ENVI;EART,Gulf of Thailand;Mercury;Nemipterus spp.;Consumption risk;Threadfin bream,1
202204184.json,BUSI;ENVI;SOCI,,5
202203641.json,ENGI;COMP;MATE;MATH,photonic radar;autonomous vehicle;linear frequency modulated continuous wavelength;World health organization;mode division multiplexing;intelligent transportation system,1
202201386.json,ENVI;CHEM,Chromium speciation;Microfluidic paper-based analytical devices;In-tube gel electro-membrane microextraction;Colorimetric analysis,4
202202400.json,PHYS;MATE,high-performance fiber-reinforced concrete (HPFRC);rehabilitation;Kevlar fibers (KF);glass fibers (GF),1
202202050.json,AGRI;IMMU,Multicopper oxidase;Bacillus piscicola;Fish sauce;Biogenic amine;Histamine;Copper,4
202200597.json,AGRI,Endophytic bacteria;Indole-3-acetic acid;Acidomonas methanolica;Genome analysis;Plant growth-promotion,0
202202027.json,ENVI,Rainfall trend;Vulnerability;Adaptation;Agroforestry system;Climate change,0
202202477.json,CENG;BIOC;CHEM,antioxidant properties;HaCaT keratinocyte cells;Ochna integerrima;cytotoxicity;in silico,1
202202924.json,PHYS;EART,Instrumentation: adaptive optics;Techniques: high angular resolution;Methods: numerical;Asteroids: individual: (130) Elektra;Techniques: image processing;Instrumentation: high angular resolution;Minor planets,2
202200919.json,MULT,,1
202203636.json,ARTS;SOCI,Project-based blended learning with communication strategy instruction;Undergraduate engineering students;English oral communication ability,1
202204059.json,BIOC;IMMU;PHAR,Childhood glaucoma;Paediatric eye disease;Retrospective cohort;Paediatric glaucoma;Congenital glaucoma;Childhood Glaucoma Research Network classification,2
202203266.json,COMP,,0
202202861.json,ENER;CENG;CHEM,Ni-based catalysts;CO2 methanation;Biomethane;Carbon nanotubes-silica fiber composite;Biogas upgrading,11
202203773.json,COMP;BIOC,Andrographolide analogues;Enzyme-based assay;SARS-CoV-2 main protease;MD simulations;Molecular docking;COVID-19;Drug discovery,1
202203289.json,MEDI,AT(N) framework;blood-based biomarker;Alzheimer's disease;alteration of consciousness;phosphorylated tau,0
202203323.json,BIOC,Monte carlo simulation;Coronavirus;Coarse-grained model;Envelope protein,0
202202162.json,PHYS,gamma ray detectors;dark matter experiments;dark matter simulations;dark matter theory,2
202202498.json,MEDI,surgical interventions;primary congenital glaucoma;long-term surgical success,1
202202532.json,MEDI,thromboelastography;blood transfusion;blood coagulation tests;liver cirrhosis;post-operative haemorrhage,10
202201037.json,CHEM,recycling;gravity separation;bubble attachment;polyolefin;plastic,2
202204235.json,ENGI;EART,microtremor;seismic response analysis;border of Thailand-Myanmar;next generation attenuation model;Liquefaction,27
202201467.json,CENG,MXene ionanofluids;Solar energy;Artificial neural networks;Response surface methodology;Thermophysical properties,8
202200626.json,VETE;IMMU,risk factors;spatial analysis;foot-and-mouth disease;temporal analysis;Thailand,0
202203909.json,PSYC;SOCI,Russian media;Capitol Riots;Trump;Russia–USA relations;frame analysis;Biden,0
202201934.json,MEDI,Middle East;South Asia;IBD-ENC;South-East Asia;inflammatory bowel disease,5
202200276.json,ENER,Sorbent exhaustion indicator;Solid sorbent;CO2 capture;Direct air capture,0
202200299.json,HEAL;MEDI,Children;Vaccination hesitancy;Vaccination refusal;Parents;COVID-19,3
202200763.json,PSYC;SOCI,life course;community networks;Thailand;active ageing;health behaviours,1
202201871.json,MEDI,Adolescent Health;Ophthalmology;Information Technology;COVID-19;Epidemiology,6
202200333.json,AGRI;VETE;IMMU;MEDI,Thailand;Mosquitoes;Zika virus;RT-LAMP,2
202201488.json,MEDI,,0
202201172.json,COMP;ENER;ENVI;SOCI,sustainable transport development;bayesian optimization algorithm;household vehicle ownership;support vector machine,3
202201522.json,ENVI,Nutrient uptake;Antioxidative enzymes;Plant growth promoting bacteria;Solanum lycopersicum;Aluminum toxicity,14
202203231.json,ARTS;ENVI;SOCI,central business district;lunchtime;Bangkok;walking distance,0
202202973.json,COMP;CENG;BIOC;CHEM,Splenectomy;Dysbiosis;Endotoxemia;Gut barrier defect,14
202203661.json,MEDI,cardiovascular disease;consensus;Asia-Pacific;Obstructive sleep apnoea,1
202202420.json,AGRI,Camaenidae;Tree snail;Aegistohadra;Convergent evolution;Amphidromus;East Asia;Suprageneric classification;Homoplasy,5
202202070.json,MULT,self-determination theory;COVID-19;health communication;behavior change;motivation,13
202202565.json,COMP;CENG;SOCI;CHEM,,21
202200558.json,ENER;CENG;ENVI;CHEM,process improvement;propionibacterium;bacterial fermentation;reactive extraction;back-extraction,4
202202135.json,AGRI,Pleistocene;Genetic diversity;Genetic connectivity;Divergence time;Irrawaddy dolphin,0
202200108.json,PHAR,intra-nasal;response surface methodology;favipiravir;Box–Behnken design;alginate;polymeric nanoparticles;SARS-CoV-2;chitosan;antiviral,2
202201349.json,MEDI,,1
202203374.json,ARTS;SOCI,Nasep Music;Muslim Music;Islamic Music;Zainub Band;Bangkok;Music,1
202202836.json,MEDI,Cytomegalovirus;Children;Liver transplantation;Infection;Pediatric,3
202201719.json,ENGI;PHYS;MATE,sensor;nanowire;biosensor;drilled channel;Surface plasmon resonance,10
202203724.json,BIOC;MEDI,Neutralizing antibody;Sars-cov-2 vaccine;Bnt162b2 mrna covid-19 vaccine;Covid-19 vaccine,7
