title,query_subject,subjects,keywords,cited_by
Stability of quasi-entropy solutions of non-local scalar conservation laws,MATH,Unknown,None,0
Nirenberg problem on high dimensional spheres: blow up with residual mass phenomenon,MATH,Unknown,None,0
The Relations Between Hölder Continuity Assumptions on the Direction of Vorticity and Energy Equality,MATH,Unknown,None,0
Measuring resilience in young children: The Child and Youth Resilience Measure- Early Childhood (CYRM-EC),MATH,Unknown,None,0
Correction to: On the numerical ranges of matrices in max algebra,MATH,Unknown,None,0
On the error estimates for the sequence of successive approximations for cyclic ϕ–contractions in metric spaces,MATH,Unknown,None,0
Mathematical Modeling of Electrical Power Systems for Fault Detection,MATH,Unknown,None,0
Sharp Spectral Projection Estimates for the Torus at p=2(n+1)n-1,MATH,Unknown,None,0
The impact of the COVID-19 pandemic on academic performance among developmental age students: a systematic review with meta-analysis,MATH,Unknown,None,0
Contrastive Region Guidance: Improving Grounding in Vision-Language Models Without Training,MATH,Unknown,None,0
"Smiling, face covering, and rhythmic body rocking in children who cheat versus do not cheat",MATH,Unknown,None,0
Profiles of home language environment in Head Start classrooms: Patterns and associated developmental skills for Spanish-English dual language learners,MATH,Unknown,None,0
Representation and inequalities involving continuous linear functionals and fractional derivatives,MATH,Unknown,None,0
Optimizing Wireless Sensor Network Connectivity Using Math Modeling Techniques,MATH,Unknown,None,0
Investigating the Advantages and Limitations of Math Modeling for Wireless Sensor Networks,MATH,Unknown,None,0
Liouville Type Theorems Of Harmonic Maps For Finsler Manifolds,MATH,Unknown,None,0
Hybrid education and its effects on mathematics learning at the higher level,MATH,Unknown,None,0
EXTENDING ERROR BOUNDS FOR RADIAL BASIS FUNCTION INTERPOLATION TO MEASURING THE ERROR IN HIGHER ORDER SOBOLEV NORMS,MATH,Unknown,None,0
Mathematical Approaches to Circuit Optimization in VLSI Design,MATH,Unknown,None,0
Children's arithmetic strategy use trajectories: Exploring the roles of executive functions and sociodemographic characteristics,MATH,Unknown,None,0
New examples of weak Hilbert spaces,MATH,Unknown,None,0
Participation in the Missouri Parents as Teachers Parent Education Program and third grade math and English language arts proficiency,MATH,Unknown,None,0
For the busy clinical-imaging professional in an AI world: Gaining intuition about deep learning without math,MATH,Unknown,None,0
When bigger looks better: CLASS results in public Montessori preschool classrooms,MATH,Unknown,None,0
"Early cognitive predictors of language, literacy, and mathematics outcomes in the primary grades",MATH,Unknown,None,0
"Advancing tumor vaccines: Overcoming TME challenges, delivery strategies, and biomaterial-based vaccine for enhanced immunotherapy",MEDI,Unknown,None,0
Therapeutic Potential of Dicentrine in Human Disorders: A Review On Medicinal Importance and Pharmacological Activities of Aporphine Alkaloid,MEDI,Unknown,None,0
Dietary interventions in mitigating the impact of environmental pollutants on Alzheimer's disease – A review,MEDI,Unknown,None,0
The impact of gut microbiome and diet on post-acute sequelae of SARS-CoV-2 infection,MEDI,Unknown,None,0
A potent broad-spectrum neutralizing antibody targeting a conserved region of the prefusion RSV F protein,MEDI,Unknown,None,0
Rational design of uncleaved prefusion-closed trimer vaccines for human respiratory syncytial virus and metapneumovirus,MEDI,Unknown,None,0
Hyperthermia reduces cancer cell invasion and combats chemoresistance and immune evasion in human bladder cancer,MEDI,Unknown,None,0
Qualitative perspectives of Medicaid-insured patients on ambulatory care at an academic medical center: challenges and opportunities,MEDI,Unknown,None,0
Phase II trial of elotuzumab with pomalidomide and dexamethasone for daratumumab-refractory multiple myeloma,MEDI,Unknown,None,0
World premiere: transoral robot-assisted excision for nasopharyngeal ectopic pituitary adenoma,MEDI,Unknown,None,0
Clinician care priorities and practices in the fourth trimester: perspective from a California survey,MEDI,Unknown,None,0
Multidimensional Emotional Disorder Inventory: reliability and validity in a Colombian non-clinical sample,MEDI,Unknown,None,0
Frontline perspectives on barriers to care for patients with California Medicaid_ a qualitative study,MEDI,Unknown,None,0
Efficacy and safety of bispecific antibodies vs. immune checkpoint blockade combination therapy in cancer: a real-world comparison,MEDI,Unknown,None,2
Intervention to promote preventive dental care for older Korean-American Medi-Cal enrollees in Los Angeles,MEDI,Unknown,None,0
Mediterranean diet adherence and sleep pattern: a systematic review of observational studies,MEDI,Unknown,None,0
From glioma gloom to immune bloom: unveiling novel immunotherapeutic paradigms-a review,MEDI,Unknown,None,3
Insulin receptor alternative splicing in breast and prostate cancer,MEDI,Unknown,None,2
"Holding on to life: COVID-19 pandemic impact, adaptation and resilience in Abeokuta, Nigeria",MEDI,Unknown,None,0
Analysis and Regulatory Mechanisms of Platelet-Related Genes in Patients with Ischemic Stroke,MEDI,Unknown,None,2
The role of digital literacy and knowledge management on process innovation in SMEs,MEDI,Unknown,None,1
Nuclear terrorism: A selection of internet resources,MEDI,Unknown,None,0
Barefoot vs shod walking and jogging on the electromyographic activity of the medial and lateral gastrocnemius,MEDI,Unknown,None,0
Chemical compositions and biological properties of the leaf essential oil of three Melaleuca species,MEDI,Unknown,None,0
MEDI1814 selectively reduces free Aβ42 in cerebrospinal fluid of non-clinical species and Alzheimer's disease patients,MEDI,Unknown,None,0
The influence of lighting and thermal environments on sleep and cognitive function in older adults,MEDI,Unknown,None,1
Limitations With California Medicaid Data for Palliative and End of Life Care Quality Measures,MEDI,Unknown,None,0
Phase I trials of single-agent new drugs in head and neck cancer: a scoping review,MEDI,Unknown,None,0
Między platonikami z Cambridge a empirystami z The Royal Society – zarys filozofii Josepha Glanvilla,MEDI,Unknown,None,0
A comparative study of blood viscometers of 3 different types,MEDI,Unknown,None,1
α1<inf>C</inf> S1928 Phosphorylation of Ca<inf>V</inf> 1.2 Channel Controls Vascular Reactivity and Blood Pressure,MEDI,Unknown,None,1
A Randomised Controlled Trial to Evaluate the Effect of Ondansetron to Attenuate Hypotension and Bradycardia during Spinal Anaesthesia in Caesarean Section,MEDI,Unknown,None,0
Percentage area reduction as surrogate for complete healing of hard-to-heal wounds: A review of clinical trials,MEDI,Unknown,None,1
Unveiling etiology-specific blood biomarkers in hepato-cellular carcinoma: A gateway to personalized medi-cine: Editorial on “Multiomics profiling of buffy coat and plasma unveils etiology-specific signatures in hepato-cellular carcinoma”,MEDI,Unknown,None,1
Beyond Blood Sugar: Low Awareness of Kidney Disease among Type 2 Diabetes Mellitus Patients in Dalmatia—Insights from the First Open Public Call,MEDI,Unknown,None,0
Impact of the COVID-19 Pandemic on Lifestyle Behavior and Clinical Care Pathway Management in Type 2 Diabetes: A Retrospective Cross-Sectional Study,MEDI,Unknown,None,0
Rationale for an Eosinophilic Esophagitis Treat-to-Target Concept,MEDI,Unknown,None,0
Voices and Perspectives from Our Online Press on the State of English Language Teaching in Mexico,MEDI,Unknown,None,0
Construction of an anticancer system based on medi-MOF-1 and Mn ions for theranostic application,MEDI,Unknown,None,1
"Mediterranean diet, diet quality, and adequacy to Italian dietary recommendations in southern Italian adults",MEDI,Unknown,None,1
REBOA Use in a Medicalized Prehospital Setting Proposal for a First Protocol Based on the Delphi Method,MEDI,Unknown,None,0
Effect of the Mediterranean Diet (MeDi) on the Progression of Retinal Disease: A Narrative Review,MEDI,Unknown,None,0
The Mediating Role of Environmental Uncertainty in the Impact of Information Technology on Supply Chain Performance,MEDI,Unknown,None,1
Caregiver and Care Team Perceptions of Online Collaborative Care Planning for CMC,MEDI,Unknown,None,0
Regional Heterogeneity in Environmental Quality: The Role of Firm Production Networks and Trade,MEDI,Unknown,None,1
Regulation of STAT1 Signaling in Human Pancreatic b-Cells by the Lysine Deacetylase HDAC6: A New Therapeutic Opportunity in Type 1 Diabetes?,MEDI,Unknown,None,0
Association of plant-rich dietary patterns of mediterranean and MIND with risk of alzheimer disease,MEDI,Unknown,None,1
Facilitators and Barriers to Medicaid Doula Benefit Implementation in California: Perspectives From Managed Care Plans and Risk-Bearing Organizations,MEDI,Unknown,None,1
Digital native students using nutritional apps: are they more adherent to a mediterranean diet model? Results from the good APPetite survey,MEDI,Unknown,None,0
Apelin - A New Kid on the Block in Periodontology,MEDI,Unknown,None,1
The Role of Diet in Parkinson's Disease,MEDI,Unknown,None,2
"Characteristics of Fluid Inclusions and Mineralization Indications of the Yechangping Mo Deposit, East Qinling",MEDI,Unknown,None,0
Trends in Teprotumumab Insurance Authorization and Socioeconomic Determinants of Teprotumumab Access,MEDI,Unknown,None,0
Disabilities and medical emergencies: a population-based study in Peru,MEDI,Unknown,None,1
Workplace Health Promotion in Italian University Employees: Effects on Body Composition and Mediterranean Diet Adherence,MEDI,Unknown,None,0
A rare case of suicide by bleach fatal ingestion: a case report and a literature overview,MEDI,Unknown,None,0
Heraclenin promotes the osteogenic differentiation of bone marrow stromal cells by activating the RhoA/ROCK pathway,MEDI,Unknown,None,2
"Correction to: Targeting DORIS Remission and LLDAS in SLE: A Review (Rheumatology and Therapy, (2023), 10, 6, (1459-1477), 10.1007/s40744-023-00601-w)",MEDI,Unknown,None,0
A randomized comparative-effectiveness study of two enhanced prenatal care models for low-income pregnant people: Engaging Mothers &amp; Babies; Reimagining Antenatal Care for Everyone (EMBRACE),MEDI,Unknown,None,1
"Enhanced IL-15-mediated NK cell activation and proliferation by an ADAM17 function-blocking antibody involves CD16A, CD137, and accessory cells",MEDI,Unknown,None,0
The assessment of transdiagnostic dimensions of emotional disorders: Validation of the Multidimensional Emotional Disorders Inventory (MEDI) in adolescents with subthreshold anxiety and depression,MEDI,Unknown,None,0
"Adult use cannabis legalization and cannabis use disorder treatment in California, 2010–2021",MEDI,Unknown,None,1
Trends in fluid overload-related hospitalisations among patients with diabetes mellitus The impact of chronic kidney disease,MEDI,Unknown,None,0
Bispecific immunotherapy MEDI5752 or volrustomig and cervical cancer,MEDI,Unknown,None,0
Motivation and Self-Regulation in Mathematics Achievement in Secondary School Students,MEDI,Unknown,None,0
Safety and Feasibility of Neuromuscular Electrical Stimulation in Patients with Extracorporeal Membrane Oxygenation,MEDI,Unknown,None,0
Verification of surgical factors affecting the efficiency of stone extraction with one-surgeon basketing technique using a f-URSL simulation model,MEDI,Unknown,None,0
Antibody–drug conjugates in lung and breast cancer: current evidence and future directions—a position statement from the ETOP IBCSG Partners Foundation,MEDI,Unknown,None,3
Demographic Correlates of Endometriosis Diagnosis Among United States Women Aged 15-50,MEDI,Unknown,None,0
Puerariae lobatae Radix ameliorates chronic kidney disease by reshaping gut microbiota and downregulating Wnt/β‑catenin signaling,MEDI,Unknown,None,1
